Time Stamp	ECG LL-RA	ECG LL-RA Filtered	Heart Rate
505645.5688476563	5.022766592832398	0.04201120048629584	-1
505654.6630859375	4.736804334736387	-0.1100061048168957	-1
505663.7573242188	4.736804334736387	-0.27572101164617	-1
505672.8515625	4.310926116815343	-0.4045016857825874	-1
505681.9458007813	4.310926116815343	-0.6359787381726081	-1
505691.0400390625	4.968314763106676	-0.1509306393377143	-1
505700.1342773438	6.179669640024858	0.9607283534714199	-1
505709.228515625	6.945601337623756	1.80785499120699	-1
505718.3227539063	4.226904419291547	0.5005449768833101	-1
505727.4169921875	3.649210172797462	-1.724137819399657	-1
505736.5112304688	3.823456027919773	-1.086241474145314	-1
505745.60546875	3.848842841248851	-0.7958334291760693	-1
505754.6997070313	3.817253567845055	-1.073972011019676	-1
505763.7939453125	3.752704710090722	-0.6464054979630719	-1
505772.8881835938	3.724072423466733	-0.9581547986181629	-1
505781.982421875	3.812637783603404	-0.5720564102057999	-1
505791.0766601563	3.743545263236197	-0.6145906738827327	-1
505800.1708984375	3.740948884600268	-0.7091671156222702	-1
505809.2651367188	3.693276487979471	-0.7374972256470385	-1
505818.359375	3.75155076403031	-0.6973589082907774	-1
505827.4536132813	3.664427836469154	-0.4893087187758217	-1
505836.5478515625	3.703373516008081	-0.6238890671463611	-1
505845.6420898438	3.694069825896004	-0.3476275768117684	-1
505854.736328125	3.717437233619361	-0.4048864088963811	-1
505863.8305664063	3.622236683635316	-0.3000050101583359	-1
505872.9248046875	3.66449995809793	-0.2928948987431124	-1
505882.0190429688	3.656999308705248	-0.2056461148563846	-1
505891.11328125	3.61891908871163	-0.1224940754045493	-1
505900.2075195313	3.707628692105853	-0.1244966545924159	-1
505909.3017578125	3.651229578403184	0.06841406446063171	-1
505918.3959960938	3.747295587932538	0.0116765907986356	-1
505927.490234375	3.757681102476252	0.2188249417597712	-1
505936.5844726563	3.900626170709869	0.2715181513283905	-1
505945.6787109375	3.89752494067251	0.3948227433496924	-1
505954.7729492188	4.019915344705027	0.4754266666981799	-1
505963.8671875	4.091171513935509	0.5588477346006535	-1
505972.9614257813	4.116486205635811	0.6656201997263516	-1
505982.0556640625	4.246665745576113	0.6593224296170425	-1
505991.1499023438	4.204835200886155	0.7898989304792849	-1
506000.244140625	4.136536018435481	0.623695368805248	-1
